706.4	21.5	15	0	no
706.4	25.4	27	0	no
706.4	22.4	34	0	no
728.6	25.3	36	0	no
80.8	17.4	25	0	no
624.2	14.7	59	0	no
80.8	17.4	24	0	no
488	20.8	32	0	no
601.4	18.2	43	0	no
638.8	23.4	22	0	no
704.4	17.8	64	0	no
30.2	12.7	48	0	no
15.5	17.4	24	0	no
601.4	11.6	87	0	no
601.4	19.8	39	0	no
601.4	19.8	39	0	no
614.5	14.4	66	0	no
647.1	20.1	40	0	no
674.4	24.1	29	0	no
9.3	5.3	78	0	no
57.3	12.7	52	0	no
74.3	18.2	29	0	no
631.2	21.4	33	0	no
698.6	20.3	45	0	no
709.9	17.4	56	0	no
57.3	13.7	43	0	no
77.5	18.8	18	0	no
704.4	22.8	39	0	no
724.3	18.9	35	0	no
67.6	15.8	27	0	no
67.6	15.5	27	0	no
80.8	11.6	30	0	no
80.8	15.2	27	0	no
86.6	10.6	30	0	no
466.6	19.6	36	0	no
608.2	10.3	74	0	no
608.2	17.1	43	0	no
680.7	22.5	42	0	no
671.9	17.9	45	0	no
692.3	19.8	50	0	no
691.8	20.6	24	0	no
103.8	9	49	0	no
728.6	17.2	43	0	no
673.8	15.9	46	0	no
691.8	15.4	35	0	no
87.2	15.4	40	0	no
64.7	14	39	0	no
102.2	10.6	46	0	no
685.2	17.6	42	0	no
67.6	14.9	38	0	no
594.2	17.6	52	0	no
680.7	17.2	58	0	no
686.5	15.6	66	0	no
313.4	18	42	0	yes
692.6	21.7	38	0	yes
686.5	21.9	39	0	yes
513.3	23.3	31	0	yes
529.8	21.2	51	0	yes
296.3	16.6	53	0	yes
513.3	23.8	32	0	yes
578.8	27.4	22	0	yes
86.6	13.2	40	0	yes
671.9	24.2	28	0	yes
647.1	17.4	43	0	yes
685.2	23.7	25	0	yes
433.3	23.2	39	0	yes
355.2	24.8	29	0	yes
424.1	24.6	43	0	yes
692.3	20.1	47	0	yes
721.4	29.6	27	0	yes
647.1	16.4	47	0	yes
721.4	28.6	27	0	yes
654.1	18.4	45	0	yes
654.1	20.5	35	0	yes
668	19	34	0	yes
86.6	16.1	29	0	yes
578.8	20.3	41	0	yes
100.4	15.2	31	0	yes
674.4	17.8	56	0	yes
704.4	17.8	67	0	yes
55	5.3	70	0	yes
654.1	16.6	47	0	yes
570.5	23.4	33	0	yes
97.8	14.6	26	0	yes
578.8	20.7	45	0	yes
699.6	21.9	35	0	yes
609.6	17.4	50	0	yes
601.4	20.1	39	0	yes
686.5	17.7	39	0	yes
624.2	14.2	53	0	yes
624.2	20.3	39	0	yes
55.2	5.8	54	0	yes
631.2	19.2	44	0	yes
735.7	18.3	45	0	yes
614.5	14.4	66	0	yes
680.7	23.9	32	0	yes
664.2	19.1	32	0	yes
48.3	12.4	53	0	yes
696.1	16.8	45	0	yes
586.7	20.8	34	0	yes
692.6	17.6	46	0	yes
102.2	11.5	39	0	yes
686.5	21	42	0	yes
89.4	13.3	42	0	yes
92.4	11.5	60	0	yes
97.8	11.7	33	0	yes
578.8	24.2	28	0	yes
647.1	24.6	22	0	yes
699.6	24.3	25	0	yes
647.1	24.6	22	0	yes
586.7	23.5	36	0	yes
55.2	5.8	54	0	yes
706.4	21.5	15	0	yes
692.6	13.9	59	0	yes
665.3	22.6	38	0	yes
692.6	21.6	33	0	yes
83.7	12.4	54	0	yes
32.1	8.8	68	0	yes
673.8	20.2	37	0	yes
100.4	15.1	64	0	yes
706.4	22.1	34	0	yes
594.2	22.9	31	0	yes
692.6	20.7	37	0	yes
668	19.6	33	0	yes
685.2	23.2	26	0	yes
686.9	18.4	25	0	yes
594.2	5.1	96	0	yes
692.3	20.1	47	0	yes
103.8	11	46	0	yes
80.8	17	27	0	yes
80.8	17	27	0	yes
680.7	16.9	60	0	yes
709.9	12.4	73	0	yes
699.6	19.4	19	0	yes
86.6	15.2	27	0	yes
631.2	16.2	59	0	yes
713.9	18.6	49	0	yes
103.8	11	46	0	yes
309.9	13.4	79	0	yes
735.7	15.4	57	0	yes
728.6	22.9	39	0	yes
696.1	16.1	44	0	yes
480.8	20.1	34	0	yes
728.6	28.3	26	0	yes
480.8	16.4	43	0	yes
699.6	26.4	21	0	yes
728.6	27.8	27	0	yes
692.6	18.7	43	0	yes
671.9	24.3	36	0	yes
674.4	17.7	25	0	yes
601.4	19.6	41	0	yes
674.4	18.2	46	0	yes
692.6	18.8	40	0	yes
674.4	25.1	27	0	yes
7.9	13.4	75	0	no
43.5	15.2	51	0	no
85.3	16.7	20	0	no
589.9	15.4	66	0	yes
700.7	21.9	73	1	no
700.7	22.4	54	0	yes
700.7	26.8	38	0	yes
700.7	25.7	39	0	yes
503.6	20.7	70	0	yes
666.7	28.7	28	0	no
666.7	21.7	40	0	yes
666.7	26.8	25	0	yes
666.7	24	36	0	yes
666.7	22.1	37	0	yes
565.5	21.4	38	0	yes
621.7	18.9	41	0	yes
694.8	22.3	46	0	no
581.1	23.9	41	0	yes
581.1	21.4	44	0	yes
692.3	20.6	59	0	no
692.3	23.7	40	0	yes
542	28.3	32	0	yes
573	11.2	84	0	yes
573	21.4	42	0	yes
629.1	19.3	39	0	yes
684.4	21.8	53	0	yes
550.3	22.1	54	0	yes
607.1	19.4	55	0	yes
658.2	23.7	24	0	no
658.2	21	32	0	no
658.2	19.1	53	0	yes
658.2	21.8	56	0	yes
658.2	20.1	58	0	yes
658.2	20.2	47	0	yes
353.5	4.8	57	0	yes
354.6	5.1	61	0	yes
352	5.1	61	0	yes
349.7	4.6	21	0	yes
349.7	4.6	21	0	yes
349.7	4.6	21	0	yes
349.7	4.6	21	0	yes
352.6	2.2	59	0	yes
349.7	5.1	24	0	yes
353.5	4.2	51	0	no
18.7	8.8	35	0	yes
15.8	7.5	46	0	yes
411.8	23.4	40	0	no
437.7	12.6	90	0.2	no
474.9	22.1	49	0	no
474.9	24.2	32	0	no
474.9	24.3	30	0	no
474.9	18.7	53	0	no
474.9	25.3	39	0	yes
466.3	22.9	40	0	yes
430.8	26.9	28	0	yes
440.9	17.1	67	0	yes
430.8	22.2	48	0	no
290.8	14.3	46	0	yes
290.8	15.4	45	0	no
377.2	19.6	43	0	no
233.8	10.6	90	0	no
298.1	20.7	25	0	no
298.1	19.1	39	0	yes
232.1	19.2	38	0	no
232.1	19.2	38	0	no
113.8	11.3	94	0	no
714.3	19	52	0	no
714.3	17.1	53	0	yes
714.3	23.8	35	0	yes
758.1	16	45	0	no
758.1	24.9	27	0	no
758.1	25.3	27	0	no
758.1	24.8	28	0	yes
706.6	12.2	78	0	no
777.1	24.3	27	0	no
777.1	19.7	41	0	yes
817.5	18.5	30	0	no
739.4	18.6	24	0	no
739.4	19.2	24	0	yes
783.5	21.6	27	0	no
783.5	21.6	28	0	yes
783.5	18.9	34	0	yes
783.5	16.8	28	0	yes
783.5	16.8	28	0	yes
822.8	12.9	39	0	yes
726.9	13.7	56	0	yes
751.5	24.2	27	0	no
751.5	24.1	27	0	no
751.5	21.2	32	0	no
751.5	19.7	35	0	no
751.5	23.5	27	0	yes
751.5	24.2	27	0	yes
795.3	21.5	28	0	yes
795.3	17.1	41	0	yes
721.1	18.1	54	0	yes
764	18	51	0	no
764	9.8	86	0	no
764	19.3	44	0	no
764	23	34	0	yes
764	22.7	35	0	yes
764	20.4	41	0	yes
764	19.3	44	0	yes
770.3	15.7	51	0	no
807.1	20.6	37	0	no
807.1	15.9	51	0	yes
807.1	12.2	66	0	yes
807.1	16.8	43	0	yes
807.1	21.3	35	0	yes
745.3	10.1	75	0	no
745.3	17.4	57	0	no
745.3	12.8	64	0	yes
745.3	10.1	75	0	yes
745.3	15.4	53	0	yes
745.3	20.6	43	0	yes
745.3	19.8	47	0	yes
745.3	18.7	50	0	yes
745.3	20.8	35	0	yes
745.3	20.8	35	0	yes
789.7	15.9	55	0	no
789.7	19.7	39	0	no
789.7	21.1	39	0	yes
789.7	18.4	42	0	yes
789.7	17.3	45	0	yes
732.3	15.2	64	0	yes
770.3	15.9	53	0	yes
770.3	21.1	35	0	yes
770.3	19.6	45	0	yes
812.1	15.9	38	0	yes
812.1	16.4	27	0	no
744.4	16.8	47	0	yes
825.1	13.8	77	0	no
825.1	13.8	77	0	yes
520.5	14.2	58	0	no
664.5	10.4	75	0	no
698.6	20.3	42	0	no
855.3	10.3	78	0	yes
744.4	15.4	57	0	yes
672.6	21.1	54	0	no
715.1	21.9	42	0	yes
30.6	8.7	51	0	no
171.4	5.2	100	0	no
458.8	19.3	39	0	yes
643	16.2	63	0	yes
690	28.2	29	0	yes
753.8	20.5	58	0	yes
819.1	21.3	44	0	yes
613	20.9	50	0	yes
750.5	20.6	55	0	yes
30.6	11.6	48	0	no
706.7	23.3	34	0	yes
706.7	23.3	34	0	no
58.3	7.5	71	0	yes
738.1	20.7	46	0	yes
825.1	21.9	43	0	yes
25.6	15.2	19	0	no
46.7	5.3	68	0	no
56.9	10.1	62	0	yes
750.5	20.4	55	0	yes
613	24.3	33	0	yes
715.1	25.9	32	0	no
297.7	28	34	0	no
297.7	28	34	0	yes
731.7	22.8	46	0	yes
706.7	25	36	0	no
643	21.3	41	0	no
725.1	21.8	34	0	yes
680.9	27.9	27	0	no
860.6	17	67	0	yes
55	14.2	46	0	no
855.3	19.9	44	0	yes
450.2	23.4	31	0	no
52.8	14.7	42	0	no
43.6	8.2	53	0	yes
442.1	22.8	27	0	yes
715.1	26.4	33	0	no
723.1	24.1	50	0	no
698.6	27.5	27	0	yes
575.8	26.3	39	0	yes
28.3	13.8	24	0	no
664.5	24.9	42	0	yes
613	24.8	36	0	yes
635.9	26.2	36	0	yes
690	30.8	19	0	no
795.9	29.3	27	0	yes
744.4	22.3	48	0	yes
715.1	26.9	31	0	yes
753.8	20.4	56	0	no
753.8	20.4	56	0	no
672.6	27.9	33	0	yes
698.6	26.2	34	0	no
613	24.6	44	0	yes
849.3	19.4	45	0	no
605.3	23.3	40	0	yes
698.6	23.9	38	0	no
723.1	20.9	66	0	yes
811.2	22.2	45	0	no
376.6	23.8	51	0	no
672.6	26.8	35	0	yes
768.4	14.2	73	0	no
715.1	23.6	53	0	yes
738.1	19.1	46	0	yes
855.3	16.2	58	0	no
672.6	25.5	29	0	yes
41.6	10.9	64	0	yes
368.3	14.8	78	0	no
855.3	16.2	58	0	yes
100.7	17.3	80	0	no
664.5	19.1	70	0	no
28.3	8.9	35	0	no
844	10.5	77	0	no
613	19.3	61	0	no
690	23.4	49	0	yes
649.9	11.8	88	0	yes
730.6	17.7	65	0	no
803.3	17.4	54	0	no
753.8	16.8	56	0	no
567.2	17.9	48	0	no
753.8	16.6	59	0	no
635.9	19.9	50	0	yes
715.1	18.9	64	0	yes
819.1	15.5	72	0	yes
715.1	18.9	64	0	no
715.1	18.9	64	0	no
825.1	14.5	76	0	yes
16.2	4.6	82	0	yes
16.2	5.1	77	0	yes
15.3	4.6	59	0	yes
36.9	10.2	45	0	yes
41.1	11.2	41	0	yes
43.5	13.3	27	0	yes
25.6	13.7	33	0	yes
25.6	17.6	27	0	no
73.7	18	40	0	yes
229	14.3	79	0	yes
252.6	24.5	50	0	yes
316.7	26.4	35	0	yes
350.2	22.7	40	0	yes
395	27.2	28	0	yes
423.4	26.1	45	0	yes
423.4	18.2	82	0	yes
431.6	22.6	57	0	yes
560	30.2	25	0	yes
560	30.2	22	0	no
587.1	23.4	40	0	yes
587.1	31	27	0	no
587.1	33.1	25	0	yes
596.3	30.6	28	0	yes
605.8	24.1	43	0	yes
605.8	26.4	34	0	yes
605.8	19.4	71	0	yes
605.8	20.6	58	0	no
605.8	28.7	33	0	no
624.1	32.4	21	0	no
633.6	32.4	27	0	no
633.6	27.5	29	0	yes
643	30.8	30	0	yes
661.8	23.9	42	0	no
661.8	32.6	26	0	yes
671.2	32.3	27	0	yes
671.2	33.3	26	0	yes
671.2	27.3	63	6.4	yes
671.2	21.6	65	0.8	no
671.2	21.6	65	0.8	no
671.2	20.7	69	0.4	no
689.1	29.2	30	0	yes
689.1	28.9	29	0	yes
744.4	26.7	35	0	yes
752.6	18.5	73	0	no
752.6	25.9	41	0	no
752.6	25.9	41	0	no
752.6	21.1	71	1.4	yes
752.6	18.2	62	0	yes
665.6	27.8	35	0	no
665.6	27.8	32	0	yes
665.6	21.9	71	0	yes
665.6	21.2	70	0	yes
614.7	25.6	42	0	no
106.7	11.8	31	0	no
